name,cals,fat,carbs,protein,nutr_code
"Beverages, V8 V- FUSION Juices, Acai Berry",0.45,0.0,0.4392,0.0,14623
"Beverages, V8 V-FUSION Juices, Peach Mango",0.49,0.0,0.4552000000000001,0.016399999999999998,14620
"Beverages, V8 V-FUSION Juices, Strawberry Banana",0.49,0.0,0.4716,0.016399999999999998,14621
"Beverages, V8 V-FUSION Juices, Tropical",0.49,0.0,0.4552000000000001,0.016399999999999998,14622
"Beverages, Vegetable and fruit juice drink, reduced calorie, with low-calorie sweetener, added vitamin C",0.04,0.0,0.044,0.0,14633
"Beverages, WENDY'S, tea, ready-to-drink, unsweetened",0.01,0.0,0.0,0.0088,14601
"Beverages, Water with added vitamins and minerals, bottles, sweetened, assorted fruit flavors",0.22,0.0,0.2196,0.0,14605
"Beverages, Whey protein powder isolate",3.59,0.1044,1.1628,2.3256,14058
"Beverages, Whiskey sour mix, bottled",0.87,0.009000000000000001,0.856,0.004,14028
"Beverages, Whiskey sour mix, powder",3.83,0.009000000000000001,3.892,0.024,14024
"Beverages, Wine, non-alcoholic",0.06,0.0,0.044,0.02,14553
"Beverages, ZEVIA, cola",0.0,0.0,0.0452,0.0,14073
"Beverages, ZEVIA, cola, caffeine free",0.0,0.0,0.0452,0.0,14074
"Beverages, almond milk, chocolate, ready-to-drink",0.5,0.1125,0.3752,0.0252,14054
"Beverages, almond milk, sweetened, vanilla flavor, ready-to-drink",0.38,0.0936,0.2636,0.0168,14016
"Beverages, almond milk, unsweetened, shelf stable",0.15,0.099,0.0232,0.0236,14091
"Beverages, aloe vera juice drink, fortified with Vitamin C",0.15,0.0,0.15,0.0,14216
"Beverages, carbonated, SPRITE, lemon-lime, without caffeine",0.4,0.0018000000000000004,0.4056,0.002,14145
"Beverages, carbonated, club soda",0.0,0.0,0.0,0.0,14121
"Beverages, carbonated, cola, fast-food cola",0.37,0.0018000000000000004,0.3824,0.0028000000000000004,14400
"Beverages, carbonated, cola, regular",0.42,0.0225,0.4144,0.0,14148
"Beverages, carbonated, cola, without caffeine",0.41,0.0,0.4232,0.0,14147
"Beverages, carbonated, ginger ale",0.34,0.0,0.3504,0.0,14136
"Beverages, carbonated, grape soda",0.43,0.0,0.448,0.0,14142
"Beverages, carbonated, lemon-lime soda, no caffeine",0.41,0.0,0.4168,0.0036,14144
"Beverages, carbonated, limeade, high caffeine",0.18,0.0099,0.1664,0.0,14165
"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, contains caffeine",0.02,0.0027,0.0116,0.0044,14416
"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, without caffeine",0.01,0.0,0.0048,0.0048,14146
"Beverages, carbonated, low calorie, cola or pepper-types, with sodium saccharin, contains caffeine",0.0,0.0,0.004,0.0,14166
"Beverages, carbonated, low calorie, other than cola or pepper,  without caffeine",0.0,0.0,0.0,0.004,14143
"Beverages, carbonated, low calorie, other than cola or pepper, with aspartame, contains caffeine",0.0,0.0,0.0,0.004,14151
"Beverages, carbonated, orange",0.48,0.0,0.4920000000000001,0.0,14150
"Beverages, carbonated, pepper-type, contains caffeine",0.41,0.009000000000000001,0.416,0.0,14153
"Beverages, carbonated, reduced sugar, cola, contains caffeine and sweeteners",0.2,0.0,0.2064,0.0,14149
"Beverages, carbonated, root beer",0.41,0.0,0.424,0.0,14157
"Beverages, carbonated, tonic water",0.34,0.0,0.35200000000000004,0.0,14155
"Beverages, chocolate almond milk, unsweetened, shelf-stable, fortified with vitamin D2 and E",0.21,0.1314,0.05,0.0332,14092
"Beverages, chocolate drink, milk and soy based, ready to drink, fortified",1.01,0.1521,0.6920000000000001,0.16879999999999998,14163
"Beverages, chocolate malt powder, prepared with 1% milk, fortified",0.57,0.0873,0.35240000000000005,0.1328,14164
"Beverages, chocolate malt, powder, prepared with fat free milk",0.49,0.0153,0.3456,0.13,14083
"Beverages, chocolate powder, no sugar added",3.73,0.8180999999999999,2.5456,0.3636,14063
"Beverages, chocolate syrup",2.79,0.1017,2.604,0.084,14181
"Beverages, chocolate syrup, prepared with whole milk",0.9,0.2664,0.5112,0.1228,14182
"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",4.0,0.2043,3.6112,0.182,14557
"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients, prepared with whole milk",0.89,0.2853,0.4748,0.1308,14558
"Beverages, chocolate-flavor beverage mix, powder, prepared with whole milk",0.85,0.2916,0.4764,0.1292,14177
"Beverages, citrus fruit juice drink, frozen concentrate",1.62,0.009000000000000001,1.608,0.048,14262
"Beverages, citrus fruit juice drink, frozen concentrate, prepared with water",0.46,0.0027,0.4568,0.0136,14263
"Beverages, cocoa mix, with aspartame, powder, prepared with water",0.29,0.0207,0.2244,0.0484,14390
"Beverages, coconut milk, sweetened, fortified with calcium, vitamins A, B12, D2",0.31,0.1872,0.1168,0.0084,14171
"Beverages, coffee and cocoa, instant, decaffeinated, with whitener and low calorie sweetener",4.4,1.1888999999999998,2.8560000000000003,0.36,14204
"Beverages, coffee substitute, cereal grain beverage, powder",3.6,0.2268,3.1368,0.2404,14236
"Beverages, coffee substitute, cereal grain beverage, powder, prepared with whole milk",0.65,0.29700000000000004,0.224,0.132,14421
"Beverages, coffee substitute, cereal grain beverage, prepared with water",0.06,0.0036000000000000008,0.052000000000000005,0.004,14237
"Beverages, coffee, brewed, breakfast blend",0.02,0.0,0.0092,0.012,14180
"Beverages, coffee, brewed, espresso, restaurant-prepared",0.09,0.0162,0.0668,0.0048,14210
"Beverages, coffee, brewed, espresso, restaurant-prepared, decaffeinated",0.09,0.0162,0.0676,0.004,14202
"Beverages, coffee, brewed, prepared with tap water",0.01,0.0018000000000000004,0.0,0.0048,14209
"Beverages, coffee, brewed, prepared with tap water, decaffeinated",0.0,0.0,0.0,0.004,14201
"Beverages, coffee, instant, chicory",0.03,0.0,0.03,0.0036,14223
"Beverages, coffee, instant, decaffeinated, powder",3.51,0.018000000000000002,3.04,0.464,14218
"Beverages, coffee, instant, decaffeinated, prepared with water",0.02,0.0,0.0172,0.0048,14219
"Beverages, coffee, instant, mocha, sweetened",4.6,1.4283,2.9616,0.2116,14224
"Beverages, coffee, instant, regular, half the caffeine",3.52,0.045,2.9272000000000005,0.5768,14203
"Beverages, coffee, instant, regular, powder",3.53,0.045,3.016,0.488,14214
"Beverages, coffee, instant, regular, prepared with water",0.02,0.0,0.0136,0.004,14215
"Beverages, coffee, instant, vanilla, sweetened, decaffeinated, with non dairy creamer",4.65,1.1997,3.4512,0.0,14270
"Beverages, coffee, instant, with chicory",3.55,0.018000000000000002,3.156,0.3720000000000001,14222
"Beverages, coffee, instant, with whitener, reduced calorie",5.09,2.6189999999999998,2.3976,0.0784,43401
"Beverages, coffee, ready to drink, iced, mocha, milk based",0.6,0.0882,0.4568,0.0592,14183
"Beverages, coffee, ready to drink, milk based, sweetened",0.71,0.1242,0.504,0.07919999999999999,14179
"Beverages, coffee, ready to drink, vanilla, light, milk based, sweetened",0.36,0.0963,0.17079999999999998,0.08560000000000001,14173
"Beverages, cranberry-apple juice drink, bottled",0.63,0.0099,0.634,0.0,14238
"Beverages, cranberry-apple juice drink, low calorie, with vitamin C added",0.19,0.0,0.188,0.004,43404
"Beverages, cranberry-apricot juice drink, bottled",0.64,0.0,0.648,0.008,14240
"Beverages, cranberry-grape juice drink, bottled",0.56,0.009000000000000001,0.56,0.008,14241
"Beverages, dairy drink mix, chocolate, reduced calorie, with aspartame, powder, prepared with water and ice",0.29,0.0207,0.1804,0.0876,14423
"Beverages, drink mix, QUAKER OATS, GATORADE, orange flavor, powder",3.88,0.1107,3.7644,0.0,14450
"Beverages, fruit juice drink, greater than 3% fruit juice, high vitamin C and added thiamin",0.54,0.0,0.5264,0.0052,14648
"Beverages, fruit juice drink, greater than 3% juice, high vitamin C",0.46,0.0099,0.454,0.0052,14651
"Beverages, fruit juice drink, reduced sugar, with vitamin E added",0.39,0.006300000000000001,0.4,0.0,14636
"Beverages, fruit punch drink, without added nutrients, canned",0.48,0.0,0.4788,0.0,14264
"Beverages, fruit punch juice drink, frozen concentrate",1.75,0.063,1.724,0.012,14405
"Beverages, fruit punch juice drink, frozen concentrate, prepared with water",0.42,0.0153,0.456,0.0028000000000000004,14406
"Beverages, fruit punch-flavor drink, powder, without added sodium, prepared with water",0.37,0.0009000000000000002,0.3788,0.0,14541
"Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",2.18,0.0036000000000000008,3.4952,0.018000000000000002,42055
"Beverages, fruit-flavored drink, powder, with high vitamin C with other added vitamins, low calorie",2.27,0.0144,3.64,0.01,43345
"Beverages, grape drink, canned",0.61,0.0,0.6288,0.0,14277
"Beverages, grape juice drink, canned",0.57,0.0,0.5820000000000001,0.0,14282
"Beverages, lemonade, frozen concentrate, pink, prepared with water",0.43,0.0135,0.4324,0.002,14543
"Beverages, lemonade-flavor drink, powder",3.8,0.0909,3.916,0.0,14296
"Beverages, lemonade-flavor drink, powder, prepared with water",0.27,0.006300000000000001,0.276,0.0,14297
"Beverages, malted drink mix, chocolate, powder",4.11,0.4284,3.4776,0.204,14317
"Beverages, milk beverage, reduced fat, flavored and sweetened, Ready-to-drink,  added calcium, vitamin A and vitamin D",0.77,0.1647,0.4832,0.122,14634
"Beverages, nutritional shake mix, high protein, powder",3.92,0.9639,0.8151999999999999,2.1428,14654
"Beverages, orange and apricot juice drink, canned",0.51,0.009000000000000001,0.508,0.012,14327
"Beverages, orange breakfast drink, ready-to-drink, with added nutrients",0.53,0.0,0.528,0.0,14436
"Beverages, orange drink, canned, with added vitamin C",0.49,0.006300000000000001,0.4936,0.0,14323
"Beverages, orange-flavor drink, breakfast type, powder",3.86,0.0,3.9576,0.0,14407
"Beverages, orange-flavor drink, breakfast type, powder, prepared with water",0.49,0.0,0.506,0.0,14408
"Beverages, pineapple and grapefruit juice drink, canned",0.47,0.009000000000000001,0.464,0.008,14334
"Beverages, pineapple and orange juice drink, canned",0.5,0.0,0.472,0.052000000000000005,14341
"Beverages, rice milk, unsweetened",0.47,0.0873,0.3668,0.011200000000000002,14639
"Beverages, rich chocolate, powder",3.72,0.0,3.7184,0.0,14080
"Beverages, shake, fast food, strawberry",1.13,0.252,0.7559999999999999,0.136,14428
"Beverages, tea, Oolong, brewed",0.01,0.0,0.006,0.0,14185
"Beverages, tea, black, brewed, prepared with distilled water",0.01,0.0,0.012,0.0,14544
"Beverages, tea, black, brewed, prepared with tap water",0.01,0.0,0.012,0.0,14355
"Beverages, tea, black, brewed, prepared with tap water, decaffeinated",0.01,0.0,0.012,0.0,14352
"Beverages, tea, black, ready to drink",0.0,0.0,0.0,0.0,14247
"Beverages, tea, black, ready to drink, decaffeinated",0.38,0.0,0.35,0.0,14281
"Beverages, tea, black, ready to drink, decaffeinated, diet",0.0,0.0,0.0332,0.0,14280
"Beverages, tea, black, ready-to-drink, lemon, diet",0.01,0.0,0.0088,0.0,14211
"Beverages, tea, black, ready-to-drink, lemon, sweetened",0.45,0.0198,0.4320000000000001,0.0,14199
"Beverages, tea, black, ready-to-drink, peach, diet",0.01,0.0,0.01,0.0,14279
"Beverages, tea, green, brewed, decaffeinated",0.0,0.0,0.0,0.0,14260
"Beverages, tea, green, brewed, regular",0.01,0.0,0.0,0.0088,14278
"Beverages, tea, green, instant, decaffeinated, lemon, unsweetened, fortified with vitamin C",3.78,0.0,3.778,0.0,14246
"Beverages, tea, green, ready to drink, ginseng and honey, sweetened",0.3,0.0162,0.2864,0.0,14188
"Beverages, tea, green, ready to drink, unsweetened",0.0,0.0,0.0,0.0,14261
"Beverages, tea, green, ready-to-drink, citrus, diet, fortified with vitamin C",0.01,0.0,0.0124,0.0,14191
"Beverages, tea, green, ready-to-drink, diet",0.0,0.0,0.0,0.0,14190
"Beverages, tea, green, ready-to-drink, sweetened",0.27,0.0198,0.248,0.0,14206
"Beverages, tea, herb, brewed, chamomile",0.01,0.0,0.008,0.0,14545
"Beverages, tea, herb, other than chamomile, brewed",0.01,0.0,0.008,0.0,14381
"Beverages, tea, hibiscus, brewed",0.0,0.0,0.0,0.0,14649
"Beverages, tea, instant, decaffeinated, lemon, diet",3.38,0.054000000000000006,3.4160000000000004,0.132,14356
"Beverages, tea, instant, decaffeinated, lemon, sweetened",4.01,0.0657,3.942,0.0048,14357
"Beverages, tea, instant, decaffeinated, unsweetened",3.15,0.0,2.3464,0.8084,14353
"Beverages, tea, instant, lemon, diet",0.02,0.0,0.0176,0.0008,14376
"Beverages, tea, instant, lemon, sweetened, powder",4.01,0.0657,3.942,0.0048,14370
"Beverages, tea, instant, lemon, sweetened, prepared with water",0.35,0.005399999999999999,0.3444,0.0004,14371
"Beverages, tea, instant, lemon, unsweetened",3.45,0.0162,3.1408,0.29600000000000004,14368
"Beverages, tea, instant, lemon, with added ascorbic acid",3.85,0.027000000000000003,3.904,0.024,14548
"Beverages, tea, instant, sweetened with sodium saccharin, lemon-flavored, powder",3.38,0.054000000000000006,3.4160000000000004,0.132,14375
"Beverages, tea, instant, unsweetened, powder",3.15,0.0,2.3464,0.8084,14366
"Beverages, tea, instant, unsweetened, prepared with water",0.01,0.0,0.0068000000000000005,0.0024,14367
"Beverages, tea, ready-to-drink, lemon, diet",0.02,0.0,0.016399999999999998,0.0,14207
"Beverages, vegetable and fruit juice blend, 100% juice, with added vitamins A, C, E",0.46,0.0009000000000000002,0.446,0.012,14635
"Beverages, water, bottled, PERRIER",0.0,0.0,0.0,0.0,14384
"Beverages, water, bottled, POLAND SPRING",0.0,0.0,0.0,0.0,14385
"Beverages, water, bottled, non-carbonated, CALISTOGA",0.0,0.0,0.0,0.0,14437
"Beverages, water, bottled, non-carbonated, CRYSTAL GEYSER",0.0,0.0,0.0,0.0,14438
"Beverages, water, bottled, non-carbonated, DANNON",0.0,0.0,0.0,0.0,14432
"Beverages, water, bottled, non-carbonated, DANNON Fluoride To Go",0.0,0.0,0.0012,0.0,14440
"Beverages, water, bottled, non-carbonated, EVIAN",0.0,0.0,0.0,0.0,14559
"Beverages, water, bottled, non-carbonated, PEPSI, AQUAFINA",0.0,0.0,0.0,0.0,14433
"Beverages, water, bottled, yumberry, pomegranate with anti-oxidants, zero calories",0.05,0.0,0.05,0.0,14031
"Beverages, water, tap, drinking",0.0,0.0,0.0,0.0,14411
"Beverages, water, tap, municipal",0.0,0.0,0.0,0.0,14429
"Beverages, water, tap, well",0.0,0.0,0.0,0.0,14412
"Beverages, yellow green colored citrus soft drink with caffeine",0.49,0.0,0.5132,0.0,14079
"Biscuits, mixed grain, refrigerated dough",2.63,0.504,1.896,0.244,18017
"Biscuits, plain or buttermilk, dry mix",4.28,1.386,2.536,0.32,18010
"Biscuits, plain or buttermilk, dry mix, prepared",3.35,1.089,1.936,0.292,18011
"Biscuits, plain or buttermilk, frozen, baked",3.38,0.9927,2.1548,0.248,18009
"Biscuits, plain or buttermilk, prepared from recipe",3.53,1.4669999999999999,1.784,0.28,18016
"Biscuits, plain or buttermilk, refrigerated dough, higher fat",3.07,0.9522,1.8528,0.2664,18014
"Biscuits, plain or buttermilk, refrigerated dough, higher fat, baked",3.24,1.0098,1.962,0.2716,18015
"Biscuits, plain or buttermilk, refrigerated dough, lower fat",2.7,0.7047,1.7480000000000002,0.268,18012
"Biscuits, plain or buttermilk, refrigerated dough, lower fat, baked",3.19,0.8190000000000001,2.064,0.312,18013
"Bison, ground, grass-fed, cooked",1.79,0.7758,0.0,1.018,17148
"Bison, ground, grass-fed, raw",1.46,0.6489,0.002,0.8092,17149
"Blackberries, canned, heavy syrup, solids and liquids",0.92,0.012600000000000002,0.924,0.0524,9046
"Blackberries, frozen, unsweetened",0.64,0.0387,0.6268,0.0472,9048
"Blackberries, raw",0.43,0.0441,0.3844,0.0556,9042
"Blackberry juice, canned",0.38,0.054000000000000006,0.312,0.012,9043
Blood sausage,3.79,3.1049999999999995,0.0516,0.584,7005
"Blueberries, canned, heavy syrup, solids and liquids",0.88,0.0297,0.8824,0.026,9052
"Blueberries, canned, light syrup, drained",0.88,0.036000000000000004,0.9064,0.0416,9352
"Blueberries, dried, sweetened",3.17,0.225,3.2,0.1,9163
"Blueberries, frozen, sweetened",0.85,0.0117,0.878,0.016,9055
"Blueberries, frozen, unsweetened",0.51,0.05760000000000001,0.4868,0.0168,9054
"Blueberries, raw",0.57,0.0297,0.5796,0.0296,9050
"Blueberries, wild, canned, heavy syrup, drained",1.07,0.0306,1.1328,0.022400000000000003,9353
"Blueberries, wild, frozen",0.57,0.0144,0.5539999999999999,0.0,9053
"Bockwurst, pork, veal, raw",3.01,2.3283,0.118,0.5611999999999999,7006
"Bologna, beef",2.99,2.3517,0.1716,0.4364,7007
"Bologna, beef and pork",3.08,2.2131,0.2196,0.608,7008
"Bologna, beef and pork, low fat",2.3,1.7369999999999999,0.104,0.46,42129
"Bologna, beef, low fat",2.04,1.3320000000000003,0.208,0.472,42161
"Bologna, chicken, pork",3.36,2.7549,0.16760000000000005,0.4124,7960
"Bologna, chicken, pork, beef",2.72,2.0457,0.2244,0.4532,7959
"Bologna, chicken, turkey, pork",2.98,2.3562,0.226,0.3952000000000001,7952
"Bologna, meat and poultry",2.81,2.1393,0.2524,0.4136,7971
"Bologna, pork",2.47,1.7883000000000002,0.0292,0.612,7010
"Bologna, pork and turkey, lite",2.11,1.4454,0.138,0.5224,7936
"Bologna, pork, turkey and beef",3.36,2.6325,0.2664,0.4624,7937
"Bologna, turkey",2.09,1.4445,0.1872,0.4568,7011
"Borage, cooked, boiled, drained, with salt",0.25,0.0729,0.142,0.0836,11737
"Borage, cooked, boiled, drained, without salt",0.25,0.0729,0.142,0.0836,11614
"Borage, raw",0.21,0.063,0.1224,0.07200000000000001,11613
"Boysenberries, canned, heavy syrup",0.88,0.0108,0.8924,0.0396,9056
"Boysenberries, frozen, unsweetened",0.5,0.0234,0.4876,0.044,9057
"Bratwurst, beef and pork, smoked",2.97,2.3706,0.08,0.488,7922
"Bratwurst, chicken, cooked",1.76,0.9315,0.0,0.7776000000000001,7923
"Bratwurst, pork, beef and turkey, lite, smoked",1.86,1.2177,0.06480000000000001,0.578,7924
"Bratwurst, pork, cooked",3.33,2.6262,0.114,0.5488000000000001,7013
"Bratwurst, veal, cooked",3.41,2.853,0.0,0.5596,7910
"Braunschweiger (a liver sausage), pork",3.27,2.565,0.124,0.58,7014
"Bread crumbs, dry, grated, plain",3.95,0.47700000000000004,2.8792,0.534,18079
"Bread crumbs, dry, grated, seasoned",3.83,0.4932,2.7396,0.5652,18376
"Bread sticks, plain",4.12,0.855,2.736,0.48,18080
"Bread stuffing, bread, dry mix",3.86,0.30600000000000005,3.048,0.44,18081
"Bread stuffing, bread, dry mix, prepared",1.95,1.0845,0.7536,0.1092,18082
"Bread stuffing, cornbread, dry mix",3.89,0.37799999999999995,3.068,0.4,18084
"Bread stuffing, cornbread, dry mix, prepared",1.79,0.792,0.8759999999999999,0.116,18085
"Bread, banana, prepared from recipe, made with margarine",3.26,0.945,2.184,0.172,18019
"Bread, boston brown, canned",1.95,0.135,1.732,0.208,18021
"Bread, chapati or roti, plain, commercially prepared",2.97,0.6705,1.8544,0.45,28306
"Bread, chapati or roti, whole wheat, commercially prepared, frozen",2.99,0.828,1.8452,0.314,28285
"Bread, cheese",4.08,1.8747,1.7932,0.4168,18972
"Bread, cinnamon",2.53,0.4761,1.7752,0.282,28315
"Bread, cornbread, dry mix, enriched (includes corn muffin mix)",4.18,1.098,2.78,0.28,18022
"Bread, cornbread, dry mix, prepared with 2% milk, 80% margarine, and eggs",3.3,0.8622,2.1784,0.2636,18023
"Bread, cornbread, dry mix, unenriched (includes corn muffin mix)",4.18,1.098,2.78,0.28,18412
"Bread, cornbread, prepared from recipe, made with low fat (2%) milk",2.66,0.6389999999999999,1.74,0.268,18024
