name,cals,fat,carbs,protein,nutr_code
"Pork, fresh, loin, blade (roasts), boneless, separable lean only, cooked, roasted",1.75,0.6426,0.0,1.1032,10983
"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised",2.42,1.2159,0.0,1.1284,10037
"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled",2.09,0.9954,0.0,1.0244,10038
"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, pan-fried",2.38,1.1988,0.0,1.1052,10179
"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, raw",1.7,0.8127,0.0,0.8284,10036
"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, braised",2.0,0.7074,0.0,1.208,10041
"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, broiled",1.8,0.6561,0.0,1.0704,10042
"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried",1.95,0.6894,0.0,1.1824,10176
"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw",1.27,0.33390000000000003,0.0,0.8795999999999999,10040
"Pork, fresh, loin, center loin (chops), boneless, separable lean and fat, cooked, pan-broiled",2.29,1.2240000000000002,0.0,1.0672,10189
"Pork, fresh, loin, center loin (chops), boneless, separable lean and fat, raw",2.01,1.1664,0.0,0.8456,10164
"Pork, fresh, loin, center loin (chops), boneless, separable lean only, cooked, pan-broiled",1.62,0.4185,0.0,1.2008,10163
"Pork, fresh, loin, center loin (chops), boneless, separable lean only, raw",1.23,0.2781,0.0,0.95,10094
"Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted",2.31,1.152,0.0,1.0804,10039
"Pork, fresh, loin, center loin (roasts), bone-in, separable lean only, cooked, roasted",1.94,0.7155,0.0,1.1432,10043
"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean and fat, raw",1.86,0.9936,0.0,0.8112,10044
"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw",1.36,0.43200000000000005,0.0,0.8715999999999999,10048
"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw",2.11,1.2609,0.0,0.7959999999999999,10194
"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean only, raw",1.52,0.5832,0.0,0.872,10199
"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised",2.61,1.4652,0.0,1.0664,10045
"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled",2.22,1.1736,0.0,0.9768,10046
"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, pan-fried",2.56,1.4139000000000002,0.0,1.0724,10180
"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised",2.08,0.8388,0.0,1.1612,10049
"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, broiled",1.86,0.7524,0.0,1.0316,10050
"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried",2.11,0.8756999999999999,0.0,1.1536,10177
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised",2.55,1.4210999999999998,0.0,1.0516,10195
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, broiled",2.6,1.4184,0.0,1.1052,10196
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried",2.73,1.6244999999999998,0.0,1.0328,10197
"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, braised",2.11,0.9126,0.0,1.118,10200
"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, broiled",2.16,0.9045,0.0,1.1784,10201
"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried",2.24,1.062,0.0,1.1072,10202
"Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted",2.48,1.3212,0.0,1.0796,10047
"Pork, fresh, loin, center rib (roasts), bone-in, separable lean only, cooked, roasted",2.06,0.8289000000000002,0.0,1.1528,10051
"Pork, fresh, loin, center rib (roasts), boneless, separable lean and fat, cooked, roasted",2.52,1.3635,0.0,1.0796,10198
"Pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted",2.14,0.9117,0.0,1.1524,10203
"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, broiled",2.6,1.5803999999999998,0.0,1.0232,10992
"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, roasted",3.59,2.6514,0.0,0.87,10206
"Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, broiled",2.47,1.4157,0.0,1.0512,10991
"Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, roasted",2.7,1.6479,0.0,1.056,10993
"Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised",2.73,1.5939,0.0,1.0596,10205
"Pork, fresh, loin, country-style ribs, separable lean and fat, raw",1.89,1.0638,0.0,0.7736,10204
"Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, broiled",2.16,1.0485,0.0,1.1132,10986
"Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, roasted",2.27,1.0242,0.0,1.168,10209
"Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, broiled",2.16,1.0485,0.0,1.1132,10985
"Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, roasted",2.19,1.0242,0.0,1.168,10987
"Pork, fresh, loin, country-style ribs, separable lean only, cooked, braised",2.47,1.2834,0.0,1.1096,10208
"Pork, fresh, loin, country-style ribs, separable lean only, raw",1.4,0.5075999999999999,0.0,0.8304,10207
"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean and fat, raw",1.68,0.8064000000000001,0.0,0.8192,10052
"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw",1.29,0.3618,0.0,0.866,10056
"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean and fat, raw",1.33,0.3645,0.0,0.8996,10210
"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw",1.21,0.2331,0.0,0.9124,10214
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised",2.34,1.1079,0.0,1.1524,10053
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled",2.22,1.0638,0.0,1.0784,10054
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised",1.95,0.621,0.0,1.24,10057
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, broiled",1.74,0.4905,0.0,1.1716,10058
"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised",1.71,0.4923,0.0,1.1364,10211
"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled",1.7,0.4977,0.0,1.1276000000000002,10212
"Pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, braised",1.63,0.405,0.0,1.15,10215
"Pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, broiled",1.61,0.3924,0.0,1.144,10216
"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted",2.3,1.1583,0.0,1.0656,10055
"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean only, cooked, roasted",2.04,0.8496,0.0,1.1112,10059
"Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted",1.92,0.6588,0.0,1.1848,10213
"Pork, fresh, loin, sirloin (roasts), boneless, separable lean only, cooked, roasted",1.78,0.4779,0.0,1.2156,10217
"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled",2.01,0.7298999999999999,0.0,1.1944,10221
"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted",1.47,0.35639999999999994,0.0,1.0416,10222
"Pork, fresh, loin, tenderloin, separable lean and fat, raw",1.2,0.3177,0.0,0.826,10218
"Pork, fresh, loin, tenderloin, separable lean and fat, with added solution, cooked, roasted",1.21,0.3330000000000001,0.0124,0.86,10952
"Pork, fresh, loin, tenderloin, separable lean and fat, with added solution, raw",1.14,0.2826,0.0,0.8064,10951
"Pork, fresh, loin, tenderloin, separable lean only, cooked, broiled",1.87,0.5697,0.0,1.2168,10223
"Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",1.43,0.3159,0.0,1.0468000000000002,10061
"Pork, fresh, loin, tenderloin, separable lean only, raw",1.09,0.1953,0.0,0.838,10060
"Pork, fresh, loin, tenderloin, separable lean only, with added solution, cooked, roasted",1.16,0.2835,0.0124,0.8644,10943
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised",2.0,0.7479,0.0,1.168,10063
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",1.96,0.8226000000000001,0.0,1.0648,10064
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried",1.96,0.7074,0.0,1.1744,10186
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",1.55,0.6246,0.0,0.862,10062
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, broiled",1.98,0.8478000000000001,0.0008,1.1332,10950
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, pan-broiled",1.9,0.6894,0.0,1.134,10859
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, raw",1.71,0.9234,0.0,0.778,10949
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, braised",1.7,0.3906,0.0,1.2216,10067
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled",1.73,0.5472,0.0,1.1032,10068
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, pan-fried",1.72,0.4158,0.0,1.2184,10181
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",1.27,0.3078,0.0,0.8964,10066
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, broiled",1.7,0.5157,0.0,1.186,10947
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, pan-broiled",1.69,0.45,0.0,1.158,10858
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, raw",1.17,0.3132,0.0088,0.8436,10948
"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",1.92,0.7938000000000001,0.0,1.058,10065
"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, raw",1.66,0.7497,0.0,0.8536,10224
"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted",1.73,0.5652,0.0,1.0892,10069
"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, raw",1.32,0.3654,0.0,0.8956000000000001,10225
"Pork, fresh, loin, whole, separable lean and fat, cooked, braised",2.39,1.2258,0.0,1.0892,10021
"Pork, fresh, loin, whole, separable lean and fat, cooked, broiled",2.42,1.2528,0.0,1.0928,10022
"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted",2.48,1.3185,0.0,1.0836,10023
"Pork, fresh, loin, whole, separable lean and fat, raw",1.98,1.1322,0.0,0.7896,10020
"Pork, fresh, loin, whole, separable lean only, cooked, braised",2.04,0.8207999999999999,0.0,1.1428,10025
"Pork, fresh, loin, whole, separable lean only, cooked, broiled",2.1,0.882,0.0,1.1428,10026
"Pork, fresh, loin, whole, separable lean only, cooked, roasted",2.09,0.8667000000000001,0.0,1.1448,10027
"Pork, fresh, loin, whole, separable lean only, raw",1.43,0.5094000000000001,0.0,0.8572,10024
"Pork, fresh, separable fat, cooked",6.26,5.948999999999999,0.0,0.2824,10007
"Pork, fresh, separable fat, raw",6.32,5.912999999999999,0.0,0.37,10006
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",2.67,1.5921,0.0,1.0028,10081
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",1.86,1.1123999999999998,0.0,0.6968000000000001,10080
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, with added solution, cooked, braised",2.63,1.5246000000000002,0.0012,1.0336,10954
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat,with added solution, raw",1.69,1.0008,0.0064,0.6876000000000001,10953
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised",2.33,1.1880000000000002,0.0,1.0628,10085
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, raw",1.32,0.5139,0.0,0.7492,10084
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution cooked, braised",2.27,1.0926,0.0,1.1032,10945
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution, raw",1.22,0.4824,0.0072,0.7315999999999999,10946
"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised",2.35,1.2897,0.0,0.9952,10075
"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, roasted",3.17,2.1609000000000003,0.0,0.9388,10076
"Pork, fresh, shoulder, arm picnic, separable lean and fat, raw",1.93,1.1259,0.0,0.7484000000000001,10074
"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",1.94,0.7982999999999999,0.0,1.0704,10078
"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted",2.28,1.1357999999999997,0.0,1.0672,10079
"Pork, fresh, shoulder, arm picnic, separable lean only, raw",1.2,0.3393,0.0,0.8104,10077
"Pork, fresh, shoulder, blade, boston (roasts), separable lean and fat, cooked, roasted",2.69,1.6974,0.0,0.9244,10083
"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted",2.32,1.287,0.0,0.9684,10087
"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled",2.59,1.4949,0.0,1.0232,10082
"Pork, fresh, shoulder, blade, boston (steaks), separable lean only, cooked, broiled",2.27,1.1285999999999998,0.0,1.0696,10086
"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted",2.92,1.9251,0.0,0.9312,10071
"Pork, fresh, shoulder, whole, separable lean and fat, raw",2.36,1.6190999999999998,0.0,0.6872,10070
"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",2.3,1.2186,0.0,1.0132,10073
"Pork, fresh, shoulder, whole, separable lean only, raw",1.48,0.6426,0.0,0.782,10072
"Pork, fresh, spareribs, separable lean and fat, cooked, braised",3.97,2.727,0.0,1.1624,10089
"Pork, fresh, spareribs, separable lean and fat, cooked, roasted",3.61,2.7774,0.0,0.8356,10940
"Pork, fresh, spareribs, separable lean and fat, raw",2.77,2.106,0.0,0.6188,10088
"Pork, fresh, variety meats and by-products, brain, cooked, braised",1.38,0.8559,0.0,0.4856,10097
"Pork, fresh, variety meats and by-products, brain, raw",1.27,0.8289000000000002,0.0,0.4112,10096
"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",2.33,1.8288,0.0,0.4996,10099
"Pork, fresh, variety meats and by-products, chitterlings, raw",1.82,1.4949,0.0,0.3056,10098
"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered",1.66,0.972,0.008,0.638,10101
"Pork, fresh, variety meats and by-products, ears, frozen, raw",2.34,1.359,0.024,0.898,10100
"Pork, fresh, variety meats and by-products, feet, cooked, simmered",2.38,1.4445,0.0,0.8776,10173
"Pork, fresh, variety meats and by-products, feet, raw",2.12,1.1331000000000002,0.0,0.9264,10102
"Pork, fresh, variety meats and by-products, heart, cooked, braised",1.48,0.4545,0.016,0.944,10104
"Pork, fresh, variety meats and by-products, heart, raw",1.18,0.3924,0.0532,0.6908,10103
"Pork, fresh, variety meats and by-products, jowl, raw",6.55,6.264899999999999,0.0,0.2552,10105
"Pork, fresh, variety meats and by-products, kidneys, cooked, braised",1.51,0.423,0.0,1.016,10107
"Pork, fresh, variety meats and by-products, kidneys, raw",1.0,0.2925,0.0,0.6584,10106
"Pork, fresh, variety meats and by-products, leaf fat, raw",8.57,8.4744,0.0,0.0704,10109
"Pork, fresh, variety meats and by-products, liver, cooked, braised",1.65,0.396,0.15039999999999998,1.0408,10111
"Pork, fresh, variety meats and by-products, liver, raw",1.34,0.3285,0.0988,0.8556,10110
"Pork, fresh, variety meats and by-products, lungs, cooked, braised",0.99,0.27899999999999997,0.0,0.664,10113
"Pork, fresh, variety meats and by-products, lungs, raw",0.85,0.2448,0.0,0.5632,10112
"Pork, fresh, variety meats and by-products, mechanically separated, raw",3.04,2.3886,0.0,0.6012,10114
"Pork, fresh, variety meats and by-products, pancreas, cooked, braised",2.19,0.972,0.0,1.14,10116
"Pork, fresh, variety meats and by-products, pancreas, raw",1.99,1.1916,0.0,0.7424,10115
"Pork, fresh, variety meats and by-products, spleen, cooked, braised",1.49,0.28800000000000003,0.0,1.128,10118
"Pork, fresh, variety meats and by-products, spleen, raw",1.0,0.2331,0.0,0.7143999999999999,10117
"Pork, fresh, variety meats and by-products, stomach, cooked, simmered",1.57,0.6534,0.0036,0.856,10863
"Pork, fresh, variety meats and by-products, stomach, raw",1.59,0.9126,0.0,0.674,10119
"Pork, fresh, variety meats and by-products, tail, cooked, simmered",3.96,3.222,0.0,0.68,10175
"Pork, fresh, variety meats and by-products, tail, raw",3.78,3.015,0.0,0.71,10174
"Pork, fresh, variety meats and by-products, tongue, cooked, braised",2.71,1.6740000000000002,0.0,0.964,10122
"Pork, fresh, variety meats and by-products, tongue, raw",2.25,1.5479999999999998,0.0,0.652,10121
"Pork, ground, 72% lean / 28% fat, cooked, crumbles",3.93,2.9637,0.0556,0.9132,10974
"Pork, ground, 72% lean / 28% fat, cooked, pan-broiled",3.77,2.8278000000000003,0.0432,0.9036,10977
"Pork, ground, 84% lean / 16% fat, cooked, crumbles",2.89,1.8036,0.0232,1.0676,10975
"Pork, ground, 84% lean / 16% fat, cooked, pan-broiled",3.01,1.9251,0.0,1.0856,10978
"Pork, ground, 84% lean / 16% fat, raw",2.18,1.44,0.0176,0.7195999999999999,10972
"Pork, ground, 96% lean / 4% fat, cooked, crumbles",1.87,0.6435000000000001,0.0,1.222,10976
"Pork, ground, 96% lean / 4% fat, cooked, pan-broiled",1.85,0.5579999999999999,0.0228,1.2676,10979
"Pork, ground, 96% lean / 4% fat, raw",1.21,0.36,0.0084,0.8440000000000001,10973
"Pork, loin, leg cap steak, boneless, separable lean and fat, cooked, broiled",1.58,0.3969,0.0,1.1028,10956
"Pork, oriental style, dehydrated",6.15,5.6160000000000005,0.056,0.472,43297
"Pork, pickled pork hocks",1.71,0.9486,0.0,0.7644,10898
"Pork, shoulder, petite tender, boneless, separable lean and fat, cooked, broiled",1.55,0.3807,0.0,1.0988,10960
Potato flour,3.57,0.0306,3.324,0.276,11413
Potato pancakes,2.68,1.3284,1.1124,0.2432,11672
"Potato puffs, frozen, oven-heated",1.92,0.8145000000000001,1.0916,0.0852,11399
"Potato puffs, frozen, unprepared",1.78,0.7839,0.992,0.07719999999999999,11398
"Potato salad, home-prepared",1.43,0.7379999999999999,0.4468,0.1072,11414
"Potato soup, instant, dry mix",3.43,0.27899999999999997,3.0456,0.368,6969
"Potatoes, Russet, flesh and skin, baked",0.97,0.0117,0.8576,0.1052,11356
"Potatoes, au gratin, dry mix, prepared with water, whole milk and butter",0.93,0.3708,0.5136,0.092,11385
"Potatoes, au gratin, dry mix, unprepared",3.14,0.3330000000000001,2.9724,0.35600000000000004,11384
"Potatoes, au gratin, home-prepared from recipe using butter",1.32,0.6830999999999999,0.4508,0.2024,11373
"Potatoes, au gratin, home-prepared from recipe using margarine",1.32,0.6830999999999999,0.4508,0.2024,11843
"Potatoes, baked, flesh and skin, with salt",0.93,0.0117,0.846,0.1,11828
"Potatoes, baked, flesh and skin, without salt",0.93,0.0117,0.846,0.1,11674
"Potatoes, baked, flesh, with salt",0.93,0.009000000000000001,0.862,0.0784,11829
"Potatoes, baked, flesh, without salt",0.93,0.009000000000000001,0.862,0.0784,11363
"Potatoes, baked, skin only, with salt",1.98,0.009000000000000001,1.8424,0.1716,11830
"Potatoes, baked, skin, without salt",1.98,0.009000000000000001,1.8424,0.1716,11364
"Potatoes, boiled, cooked in skin, flesh, with salt",0.87,0.009000000000000001,0.8051999999999999,0.0748,11831
"Potatoes, boiled, cooked in skin, flesh, without salt",0.87,0.009000000000000001,0.8051999999999999,0.0748,11365
"Potatoes, boiled, cooked in skin, skin, with salt",0.78,0.009000000000000001,0.688,0.1144,11832
"Potatoes, boiled, cooked in skin, skin, without salt",0.78,0.009000000000000001,0.6884,0.1144,11366
"Potatoes, boiled, cooked without skin, flesh, with salt",0.86,0.009000000000000001,0.8004000000000001,0.0684,11833
"Potatoes, boiled, cooked without skin, flesh, without salt",0.86,0.009000000000000001,0.8004000000000001,0.0684,11367
"Potatoes, canned, drained solids",0.6,0.0189,0.5444,0.0564,11376
"Potatoes, canned, drained solids, no salt added",0.62,0.018000000000000002,0.544,0.056,43311
"Potatoes, canned, solids and liquids",0.44,0.0099,0.3956,0.048,11374
"Potatoes, flesh and skin, raw",0.77,0.0081,0.6995999999999999,0.08199999999999999,11352
"Potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated",1.58,0.4932,1.022,0.11,11403
"Potatoes, french fried, all types, salt added in processing, frozen, unprepared",1.47,0.4194,0.9924,0.08960000000000001,11402
"Potatoes, french fried, all types, salt not added in processing, frozen, as purchased",1.5,0.4194,0.9924,0.08960000000000001,11842
"Potatoes, french fried, all types, salt not added in processing, frozen, oven-heated",1.72,0.4698,1.1484,0.1064,11841
"Potatoes, french fried, cottage-cut, salt not added in processing, frozen, as purchased",1.53,0.5202,0.9592,0.0968,11406
"Potatoes, french fried, cottage-cut, salt not added in processing, frozen, oven-heated",2.18,0.7379999999999999,1.3612,0.1376,11407
"Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, as purchased",1.5,0.4491,0.9584,0.0936,11359
"Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, oven-heated",1.66,0.4617,1.1,0.1004,11360
"Potatoes, french fried, cross cut, frozen, unprepared",1.93,0.9,0.918,0.108,31031
"Potatoes, french fried, shoestring, salt added in processing, frozen, as purchased",1.67,0.5616,1.0236,0.0864,11394
"Potatoes, french fried, shoestring, salt added in processing, frozen, oven-heated",1.99,0.6083999999999999,1.2664,0.116,11395
"Potatoes, french fried, steak cut, salt not added in processing, frozen, unprepared",1.38,0.3078,0.9724,0.096,31030
"Potatoes, french fried, steak fries, salt added in processing, frozen, as purchased",1.33,0.3051,0.9404,0.0876,11411
"Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated",1.52,0.3383999999999999,1.0792,0.1028,11412
"Potatoes, french fried, wedge cut, frozen, unprepared",1.66,0.6723,0.8887999999999999,0.1024,31029
"Potatoes, frozen, french fried, par fried, cottage-cut, prepared, heated in oven, with salt",2.18,0.7379999999999999,1.3612,0.1376,11840
"Potatoes, frozen, french fried, par fried, extruded, prepared, heated in oven, without salt",3.33,1.6839000000000002,1.5872,0.142,11409
"Potatoes, frozen, french fried, par fried, extruded, unprepared",2.6,1.3455,1.206,0.1132,11408
"Potatoes, frozen, whole, cooked, boiled, drained, with salt",0.63,0.0117,0.5572,0.07919999999999999,11837
"Potatoes, frozen, whole, cooked, boiled, drained, without salt",0.65,0.0117,0.5808,0.07919999999999999,11401
"Potatoes, frozen, whole, unprepared",0.78,0.0144,0.6988,0.0952,11400
"Potatoes, hash brown, frozen, plain, prepared, pan fried in canola oil",2.19,1.0431,1.1404,0.106,11391
"Potatoes, hash brown, frozen, plain, unprepared",0.82,0.0558,0.7088,0.0824,11390
"Potatoes, hash brown, frozen, with butter sauce, prepared",1.78,0.7910999999999999,0.9652,0.0984,11393
"Potatoes, hash brown, frozen, with butter sauce, unprepared",1.35,0.5994,0.7312000000000001,0.0748,11392
"Potatoes, hash brown, home-prepared",2.65,1.1268,1.4044,0.12,11370
"Potatoes, hash brown, refrigerated, prepared, pan-fried in canola oil",2.42,0.927,1.3596,0.12960000000000002,31022
"Potatoes, hash brown, refrigerated, unprepared",0.84,0.0072000000000000015,0.7664,0.07,31021
"Potatoes, mashed, dehydrated, flakes without milk, dry form",3.54,0.0369,3.2468,0.3336,11378
"Potatoes, mashed, dehydrated, granules with milk, dry form",3.57,0.099,3.108,0.436,11382
"Potatoes, mashed, dehydrated, granules without milk, dry form",3.72,0.0486,3.4204000000000003,0.32880000000000004,11380
"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and butter added",0.97,0.4617,0.4348,0.0708,11379
"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and margarine added",1.13,0.504,0.6008,0.076,11930
"Potatoes, mashed, dehydrated, prepared from granules with milk, water and margarine added",1.16,0.43200000000000005,0.6452,0.0852,11383
"Potatoes, mashed, dehydrated, prepared from granules without milk, whole milk and butter added",1.08,0.4464,0.5744,0.08199999999999999,11381
"Potatoes, mashed, home-prepared, whole milk added",0.83,0.051299999999999985,0.7028,0.0764,11657
"Potatoes, mashed, home-prepared, whole milk and butter added",1.13,0.3798,0.6724,0.07440000000000001,11934
"Potatoes, mashed, home-prepared, whole milk and margarine added",1.13,0.37799999999999995,0.6776000000000001,0.0784,11371
"Potatoes, mashed, prepared from granules, without milk, whole milk and margarine",1.08,0.4437,0.5760000000000001,0.08199999999999999,11929
"Potatoes, mashed, ready-to-eat",1.06,0.4509,0.5316,0.0788,31036
"Potatoes, microwaved, cooked in skin, flesh and skin, without salt",1.05,0.009000000000000001,0.9696,0.0976,11675
"Potatoes, microwaved, cooked in skin, flesh, with salt",1.0,0.009000000000000001,0.9312,0.084,11835
"Potatoes, microwaved, cooked in skin, flesh, without salt",1.0,0.009000000000000001,0.9312,0.084,11368
"Potatoes, microwaved, cooked in skin, skin, without salt",1.32,0.009000000000000001,1.1852,0.17559999999999998,11369
"Potatoes, microwaved, cooked, in skin, flesh and skin, with salt",1.05,0.009000000000000001,0.9696,0.0976,11834
"Potatoes, microwaved, cooked, in skin, skin with salt",1.32,0.009000000000000001,1.1852,0.17559999999999998,11836
"Potatoes, o'brien, frozen, prepared",2.04,1.1888999999999998,0.8744,0.0888,11397
"Potatoes, o'brien, frozen, unprepared",0.76,0.012600000000000002,0.6988,0.0732,11396
"Potatoes, o'brien, home-prepared",0.81,0.1152,0.6188,0.094,11671
"Potatoes, raw, skin",0.58,0.009000000000000001,0.4976,0.1028,11362
"Potatoes, red, flesh and skin, baked",0.89,0.0135,0.7836,0.092,11358
"Potatoes, red, flesh and skin, raw",0.7,0.012600000000000002,0.636,0.0756,11355
"Potatoes, roasted, salt added in processing, frozen, unprepared",1.3,0.16290000000000002,1.046,0.0888,11361
"Potatoes, russet, flesh and skin, raw",0.79,0.0072000000000000015,0.7228,0.08560000000000001,11353
"Potatoes, scalloped, dry mix, prepared with water, whole milk and butter",0.93,0.387,0.5108,0.0848,11387
"Potatoes, scalloped, dry mix, unprepared",3.58,0.4131,2.9572000000000003,0.3108,11386
"Potatoes, scalloped, home-prepared with butter",0.88,0.3312,0.4312,0.1148,11372
"Potatoes, scalloped, home-prepared with margarine",0.88,0.3312,0.4312,0.1148,11844
"Potatoes, white, flesh and skin, baked",0.94,0.0135,0.8432,0.084,11357
"Potatoes, white, flesh and skin, raw",0.69,0.009000000000000001,0.6284000000000001,0.0672,11354
"Potatoes, yellow fleshed, french fried, frozen, unprepared",1.62,0.5256,1.0004,0.0988,31027
"Potatoes, yellow fleshed, hash brown, shredded, salt added in processing, frozen, unprepared",0.81,0.006300000000000001,0.7192000000000001,0.0816,31028
"Potatoes, yellow fleshed, roasted, salt added in processing, frozen, unprepared",1.19,0.16650000000000004,0.9376,0.0796,31026
Poultry salad sandwich spread,2.0,1.2168,0.2964,0.4656,7067
"Poultry, mechanically deboned, from backs and necks with skin, raw",2.72,2.2257,0.0,0.4556,5301
